INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	
8	200	137	1	38000571	-1	38000571	-1	20800033	-1	20800034	-1	20800031	-1	20800032	-1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			-1	-1	
9	600	137	1	38002203	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
10	1000	137	1	30103056	-1	30008087	-1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																											-1	-1	
11	1000	137	1	38001178	-1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
12	100	137	1	20800033	-1	20800034	-1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									-1	-1	-1	-1	
13	100	137	1	38002827	-1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
14	2000	137	1	30309033	-1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
15	200	137	1	20800031	-1	20800032	-1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					-1	-1	-1	-1	-1	-1	-1	-1	
16	100	137	1	20502009	-1	20502009	-1	20502009	-1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
17	100	137	1	38004046	-1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																											-1	-1	-1	-1	
18	200	137	1	30103056	-1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													-1	-1	
19	100	137	1	20310181	-1	20310182	-1	20310183	-1	20310189	-1	20310190	-1	20310191	-1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			-1	-1	
20	100	137	1	38004044	-1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																											-1	-1	-1	-1	
21	100	137	1	20800039	-1	20800040	-1	20800041	-1	20800042	-1	20800043	-1	20800044	-1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			-1	-1	
22	360	137	1	-1	-1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									-1	-1	-1	-1	-1	-1	
23	300	137	1	38000347	-1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
24	100	137	1	38004049	-1	30008087	-1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					-1	-1	-1	-1	-1	-1	-1	-1	
25	100	137	1	39901018	-1	39901019	-1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
26	200	137	1	20310176	-1	20310185	-1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																											-1	-1	
27	10000	137	1	20310168	-1	20700055	-1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									-1	-1	-1	-1	
28	200	137	1	20700054	-1	20700055	-1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					-1	-1	-1	-1	-1	-1	-1	-1	
29	1000000	137	1	10553103	-1	10553104	-1	10553105	-1	10553109	-1	10553111	-1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
30	100	137	1	38000571	-1	38000572	-1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
31	100	137	1	38001568	-1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
32	100	137	1	30310115	-1	30310114	-1	30310113	-1	30310112	-1	30310111	-1	30310110	-1	30310109	-1	30310108	-1	30310107	-1	30310106	-1	30310105	-1	30310104	-1	30310103	-1	30310102	-1	30310101	-1	30310100	-1	30310099	-1	30310098	-1	30310097	-1	30310096	-1	30310095	-1	30310093	-1	30310090	-1	30310089	-1	30310088	-1	30310086	-1	30310085	-1	30310084	-1	30310082	-1	30310081	-1	30310080	-1	30310079	-1	30310078	-1	30310077	-1	30310076	-1	30310075	-1	30310074	-1	30310073	-1	30310072	-1	30310071	-1	30310070	-1	30310069	-1	30310068	-1	30310067	-1	30310066	-1	30310065	-1	30310064	-1	30310063	-1	30310062	-1	30310061	-1	30310060	-1	30310059	-1	30310058	-1	30310057	-1	30310056	-1	30310055	-1	30310054	-1	30310053	-1	30310052	-1	30310051	-1	30310050	-1	30310049	-1	30310048	-1	30310047	-1	30310046	-1	30310045	-1	30310044	-1	30310043	-1	30310042	-1	30310041	-1	30310040	-1	30310039	-1	30310038	-1	30310037	-1	30310036	-1	30310035	-1	30310034	-1	30310033	-1	30310032	-1	30310031	-1	30310030	-1	30310029	-1	30310028	-1	30310027	-1	30310026	-1	30310025	-1	30310024	-1	30310023	-1	30310022	-1	30310021	-1	30310020	-1	30310019	-1	30310018	-1	30310017	-1	30310016	-1	30310015	-1	30310014	-1	30310013	-1	30310012	-1	30310011	-1	30310010	-1	30310009	-1	30310008	-1	30310007	-1	30310006	-1	30310005	-1	30310004	-1	30310003	-1	30310002	-1	30310001	-1	-1	-1																																																																																																																																																																																																																																																																																																			
33	100	137	1	38002595	-1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
34	125	137	1	38002549	-1	39901019	-1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
35	1000	137	1	38000347	-1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
36	200	137	1	20310122	-1	20310123	-1	20310131	-1	20310132	-1	20310140	-1	20310141	-1	20310150	-1	20310151	-1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													-1	-1	-1	-1	
37	200	137	1	20310124	-1	20310124	-1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
38	100	137	1	38007004	-1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
39	100	137	1	38001565	-1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
40	100	137	1	38001565	-1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
41	300	137	1	30120014	-1	30120015	-1	30120016	-1	30120017	-1	30120035	-1	30120036	-1	30120037	-1	30120038	-1	30120053	-1	30120054	-1	30120055	-1	30120056	-1	30120062	-1	30120063	-1	30120064	-1	30120065	-1	30120066	-1	30120067	-1	30120068	-1	30120069	-1	30120101	-1	30120102	-1	30120103	-1	30120104	-1	30120141	-1	30120142	-1	30120143	-1	30120144	-1	30120150	-1	30120151	-1	30120152	-1	30120153	-1																																																																																																																																																																																																																																																																																																																																																																																																																																																																	
42	500	137	1	30120145	-1	30120146	-1	30120147	-1	30120149	-1	30120098	-1	30120097	-1	30120096	-1	30120100	-1	30120095	-1	30120094	-1	30120057	-1	30120058	-1	30120059	-1	30120061	-1	30120050	-1	30120049	-1	30120048	-1	30120052	-1	30120044	-1	30120045	-1	30120047	-1	30120043	-1	30120042	-1	30120041	-1	30120040	-1	30120031	-1	30120032	-1	30120034	-1	30120033	-1	30120029	-1	30120030	-1	30120028	-1	30120023	-1	30120022	-1	30120012	-1	30120013	-1	30120010	-1	30120009	-1	30120008	-1																																																																																																																																																																																																																																																																																																																																																																																																																																																			
43	500	137	1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															-1	-1	
44	200	137	1	20310124	-1	20310125	-1	20310133	-1	20310134	-1	20310142	-1	20310143	-1	20310151	-1	20310152	-1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																	
45	1200	137	0	38004050	-1	30008091	-1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																											-1	-1	
46	100	137	1	20310173	-1	20310173	-1	20310173	-1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									-1	-1	
47	300	137	1	38000957	-1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
48	100	137	1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															-1	-1	
49	500	137	1	38004045	-1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																											-1	-1	-1	-1	
50	500	137	1	30700222	-1	30700223	-1	30700224	-1	30700225	-1	30700218	-1	30700219	-1	30700220	-1	30700221	-1	30700214	-1	30700215	-1	30700216	-1	30700217	-1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
51	2000	137	1	10553100	-1	10553101	-1	10553102	-1	10553110	-1	-1	-1	-1	-1	-1	-1	-1	-1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																	
52	300	137	1	30008088	-1	38004049	-1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
53	1400	137	1	38000347	-1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
54	150	137	1	38004045	-1	38004046	-1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																											-1	-1	
55	125	137	1	20310167	-1	20310167	-1	20310167	-1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					-1	-1	-1	-1	-1	-1	
56	30000	137	1	38004224	-1	38004221	-1	38004223	-1	38004620	-1	38004240	-1	38004239	-1	-1	-1	-1	-1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																	
57	165	137	1	30120014	-1	30120015	-1	30120016	-1	30120017	-1	30120035	-1	30120036	-1	30120037	-1	30120038	-1	30120053	-1	30120054	-1	30120055	-1	30120056	-1	30120062	-1	30120063	-1	30120064	-1	30120065	-1	30120066	-1	30120067	-1	30120068	-1	30120069	-1	30120101	-1	30120102	-1	30120103	-1	30120104	-1	30120141	-1	30120142	-1	30120143	-1	30120144	-1	30120150	-1	30120151	-1	30120152	-1	30120153	-1																																																																																																																																																																																																																																																																																																																																																																																																																																																																	
58	250	137	1	30120145	-1	30120146	-1	30120147	-1	30120149	-1	30120098	-1	30120097	-1	30120096	-1	30120100	-1	30120095	-1	30120094	-1	30120057	-1	30120058	-1	30120059	-1	30120061	-1	30120050	-1	30120049	-1	30120048	-1	30120052	-1	30120044	-1	30120045	-1	30120047	-1	30120043	-1	30120042	-1	30120041	-1	30120040	-1	30120031	-1	30120032	-1	30120034	-1	30120033	-1	30120029	-1	30120030	-1	30120028	-1	30120023	-1	30120022	-1	30120012	-1	30120013	-1	30120010	-1	30120009	-1	30120008	-1																																																																																																																																																																																																																																																																																																																																																																																																																																																			
59	1000	137	1	30700230	-1	30700231	-1	30700232	-1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																											
60	100	137	1	38001568	-1	30103063	-1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									-1	-1	-1	-1	
61	1500	137	1	30700226	-1	30700227	-1	30700228	-1	30700229	-1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
62	800	137	1	30900016	-1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
63	2000	137	1	30008053	-1	-1	-1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
64	500	137	1	30700230	-1	30700231	-1	30700232	-1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																											
65	2000	137	1	30700222	-1	30700223	-1	30700224	-1	30700225	-1	30700218	-1	30700219	-1	30700220	-1	30700221	-1	30700214	-1	30700215	-1	30700216	-1	30700217	-1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
66	100000	137	1	10553104	-1	10553105	-1	10553109	-1	-1	-1	-1	-1	-1	-1	-1	-1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
67	500	137	1	38002827	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
